Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite 1,Firefox 63.0,,2018-11-15 16:47:07,2018-11-15 16:48:24,1m - 16.063s,PASSED
,,,,,,
Test Cases/Mohit/DemoSite/phpTravels,Firefox 63.0,,2018-11-15 16:47:09,2018-11-15 16:48:21,1m - 12.515s,PASSED
openBrowser,Firefox 63.0,,2018-11-15 16:47:10,2018-11-15 16:47:42,32.273s,PASSED
maximizeWindow,Firefox 63.0,,2018-11-15 16:47:42,2018-11-15 16:47:43,0.152s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Firefox 63.0,,2018-11-15 16:47:43,2018-11-15 16:47:43,0.015s,PASSED
"Statement - For ([i = 0, i < 1000, (i++)])",Firefox 63.0,,2018-11-15 16:47:43,2018-11-15 16:47:44,1.488s,PASSED
"Statement - elements = driver.findElements(org.openqa.selenium.By.className(""text-center""))",Firefox 63.0,,2018-11-15 16:47:44,2018-11-15 16:47:44,0.059s,PASSED
Statement - For (org.openqa.selenium.WebElement webElement : elements),Firefox 63.0,,2018-11-15 16:47:44,2018-11-15 16:47:45,0.812s,PASSED
"Statement - For ([i = 0, i < 1000, (i++)])",Firefox 63.0,,2018-11-15 16:47:45,2018-11-15 16:47:46,1.070s,PASSED
Statement - action = new org.openqa.selenium.interactions.Actions(driver),Firefox 63.0,,2018-11-15 16:47:46,2018-11-15 16:47:46,0.008s,PASSED
"Statement - elements = driver.findElements(org.openqa.selenium.By.className(""select2-chosen""))",Firefox 63.0,,2018-11-15 16:47:46,2018-11-15 16:47:46,0.012s,PASSED
Statement - For (org.openqa.selenium.WebElement webElement : elements),Firefox 63.0,,2018-11-15 16:47:46,2018-11-15 16:47:57,10.850s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""departure"")).click()",Firefox 63.0,,2018-11-15 16:47:57,2018-11-15 16:47:57,0.421s,PASSED
Statement - java.lang.Thread.sleep(1000),Firefox 63.0,,2018-11-15 16:47:57,2018-11-15 16:47:58,1.000s,PASSED
"Statement - elements = driver.findElements(org.openqa.selenium.By.className(""day""))",Firefox 63.0,,2018-11-15 16:47:58,2018-11-15 16:47:59,0.580s,PASSED
Statement - For (org.openqa.selenium.WebElement webElement : elements),Firefox 63.0,,2018-11-15 16:47:59,2018-11-15 16:48:07,7.883s,PASSED
"Statement - elements = driver.findElements(org.openqa.selenium.By.className(""pfb0""))",Firefox 63.0,,2018-11-15 16:48:07,2018-11-15 16:48:07,0.029s,PASSED
Statement - For (org.openqa.selenium.WebElement webElement : elements),Firefox 63.0,,2018-11-15 16:48:07,2018-11-15 16:48:09,2.028s,PASSED
"Statement - For ([i = 0, i < 1000, (i++)])",Firefox 63.0,,2018-11-15 16:48:09,2018-11-15 16:48:10,1.125s,PASSED
"Statement - driver.findElements(org.openqa.selenium.By.id(""bookbtn"")).get(0).click()",Firefox 63.0,,2018-11-15 16:48:10,2018-11-15 16:48:11,1.111s,PASSED
"Statement - For ([i = 0, i < 1000, (i++)])",Firefox 63.0,,2018-11-15 16:48:11,2018-11-15 16:48:12,1.075s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""firstname"")).sendKeys(""Firstname"")",Firefox 63.0,,2018-11-15 16:48:12,2018-11-15 16:48:12,0.061s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""lastname"")).sendKeys(""LastName"")",Firefox 63.0,,2018-11-15 16:48:12,2018-11-15 16:48:12,0.093s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""email"")).sendKeys(""dummyemail@email.com"")",Firefox 63.0,,2018-11-15 16:48:12,2018-11-15 16:48:12,0.053s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""confirmemail"")).sendKeys(""dummyemail@email.com"")",Firefox 63.0,,2018-11-15 16:48:12,2018-11-15 16:48:12,0.070s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""phone"")).sendKeys(""9874563201"")",Firefox 63.0,,2018-11-15 16:48:12,2018-11-15 16:48:13,0.032s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""address"")).sendKeys(""Dummy Address"")",Firefox 63.0,,2018-11-15 16:48:13,2018-11-15 16:48:13,0.053s,PASSED
"Statement - elements = driver.findElements(org.openqa.selenium.By.className(""btn-success""))",Firefox 63.0,,2018-11-15 16:48:13,2018-11-15 16:48:13,0.010s,PASSED
Statement - For (org.openqa.selenium.WebElement webElement : elements),Firefox 63.0,,2018-11-15 16:48:13,2018-11-15 16:48:13,0.296s,PASSED
"Statement - For ([i = 0, i < 1000, (i++)])",Firefox 63.0,,2018-11-15 16:48:13,2018-11-15 16:48:20,7.201s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.className(""arrivalpay"")).click()",Firefox 63.0,,2018-11-15 16:48:20,2018-11-15 16:48:20,0.158s,PASSED
Statement - java.lang.Thread.sleep(1000),Firefox 63.0,,2018-11-15 16:48:20,2018-11-15 16:48:21,1.000s,PASSED
Statement - driver.switchTo().alert().accept(),Firefox 63.0,,2018-11-15 16:48:21,2018-11-15 16:48:21,0.068s,PASSED
