Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
suite1,Chrome 71.0.3578.80,,2018-12-12 12:35:41,2018-12-12 12:38:18,2m - 36.838s,PASSED
,,,,,,
Test Cases/Thalesh/AutomationDemoSite,Chrome 71.0.3578.80,,2018-12-12 12:35:44,2018-12-12 12:36:54,1m - 9.910s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.80,,2018-12-12 12:35:45,2018-12-12 12:35:45,0.012s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.80,,2018-12-12 12:35:45,2018-12-12 12:35:45,0.008s,PASSED
openBrowser(null),Chrome 71.0.3578.80,,2018-12-12 12:35:46,2018-12-12 12:36:18,32.200s,PASSED
"navigateToUrl(""http://demo.automationtesting.in/Register.html"")",Chrome 71.0.3578.80,,2018-12-12 12:36:18,2018-12-12 12:36:25,6.734s,PASSED
"setText(findTestObject(""DemoAuto/input_FirstName""), ""thalesh"")",Chrome 71.0.3578.80,,2018-12-12 12:36:25,2018-12-12 12:36:25,0.389s,PASSED
"setText(findTestObject(""DemoAuto/input_LastName""), ""sharma"")",Chrome 71.0.3578.80,,2018-12-12 12:36:25,2018-12-12 12:36:25,0.241s,PASSED
"setText(findTestObject(""DemoAuto/textarea_Address""), ""test text area"")",Chrome 71.0.3578.80,,2018-12-12 12:36:25,2018-12-12 12:36:26,0.276s,PASSED
"setText(findTestObject(""DemoAuto/input_EmailAddress""), ""thalesh.s@gmail.com"")",Chrome 71.0.3578.80,,2018-12-12 12:36:26,2018-12-12 12:36:26,0.395s,PASSED
"setText(findTestObject(""Object Repository/DemoAuto/input_Phone""), ""1234567890"")",Chrome 71.0.3578.80,,2018-12-12 12:36:26,2018-12-12 12:36:26,0.276s,PASSED
"click(findTestObject(""DemoAuto/input_GenderRadioOptions""))",Chrome 71.0.3578.80,,2018-12-12 12:36:26,2018-12-12 12:36:27,0.391s,PASSED
"click(findTestObject(""DemoAuto/input_HobbiesCheckbox""))",Chrome 71.0.3578.80,,2018-12-12 12:36:27,2018-12-12 12:36:27,0.197s,PASSED
"scrollToElement(findTestObject(""DemoAuto/select_Skills""), 5)",Chrome 71.0.3578.80,,2018-12-12 12:36:27,2018-12-12 12:36:27,0.217s,PASSED
"click(findTestObject(""DemoAuto/select_Skills""))",Chrome 71.0.3578.80,,2018-12-12 12:36:27,2018-12-12 12:36:28,0.636s,PASSED
"selectOptionByValue(findTestObject(""DemoAuto/select_Skills""), ""Java"", true)",Chrome 71.0.3578.80,,2018-12-12 12:36:28,2018-12-12 12:36:30,2.040s,PASSED
"click(findTestObject(""DemoAuto/select_Country""))",Chrome 71.0.3578.80,,2018-12-12 12:36:30,2018-12-12 12:36:30,0.515s,PASSED
"selectOptionByValue(findTestObject(""DemoAuto/select_Country""), ""United Kingdom"", true)",Chrome 71.0.3578.80,,2018-12-12 12:36:30,2018-12-12 12:36:45,14.365s,PASSED
"click(findTestObject(""DemoAuto/li_Country0""))",Chrome 71.0.3578.80,,2018-12-12 12:36:45,2018-12-12 12:36:45,0.292s,PASSED
obj = new com.kms.katalon.core.testobject.TestObject(TheObjectName),Chrome 71.0.3578.80,,2018-12-12 12:36:45,2018-12-12 12:36:45,0.008s,PASSED
"obj.addProperty(""xpath"", EQUALS, ""//ul[@id='select2-country-results']/li[text()='India']"")",Chrome 71.0.3578.80,,2018-12-12 12:36:45,2018-12-12 12:36:45,0.008s,PASSED
click(obj),Chrome 71.0.3578.80,,2018-12-12 12:36:45,2018-12-12 12:36:45,0.156s,PASSED
"selectOptionByValue(findTestObject(""DemoAuto/select_Year""), ""1990"", true)",Chrome 71.0.3578.80,,2018-12-12 12:36:45,2018-12-12 12:36:49,3.954s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/DemoAuto/select_Month""), ""January"", true)",Chrome 71.0.3578.80,,2018-12-12 12:36:49,2018-12-12 12:36:49,0.405s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/DemoAuto/select_Day""), ""1"", true)",Chrome 71.0.3578.80,,2018-12-12 12:36:49,2018-12-12 12:36:50,0.697s,PASSED
"setText(findTestObject(""DemoAuto/input_FirstPassword""), ""Tt123456"")",Chrome 71.0.3578.80,,2018-12-12 12:36:50,2018-12-12 12:36:50,0.334s,PASSED
"setText(findTestObject(""DemoAuto/input_ConfirmPassword""), ""Tt123456"")",Chrome 71.0.3578.80,,2018-12-12 12:36:50,2018-12-12 12:36:51,0.236s,PASSED
"click(findTestObject(""Object Repository/DemoAuto/button_Submit""))",Chrome 71.0.3578.80,,2018-12-12 12:36:51,2018-12-12 12:36:51,0.225s,PASSED
closeBrowser(),Chrome 71.0.3578.80,,2018-12-12 12:36:51,2018-12-12 12:36:54,3.368s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.80,,2018-12-12 12:36:54,2018-12-12 12:36:54,0.003s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.80,,2018-12-12 12:36:54,2018-12-12 12:36:54,0.002s,PASSED
,,,,,,
Test Cases/Thalesh/CuraPortal,Chrome 71.0.3578.80,,2018-12-12 12:36:54,2018-12-12 12:37:41,46.755s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.80,,2018-12-12 12:36:54,2018-12-12 12:36:54,0.002s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.80,,2018-12-12 12:36:54,2018-12-12 12:36:54,0.002s,PASSED
"openBrowser("""")",Chrome 71.0.3578.80,,2018-12-12 12:36:55,2018-12-12 12:37:21,26.315s,PASSED
"navigateToUrl(""https://katalon-demo-cura.herokuapp.com/"")",Chrome 71.0.3578.80,,2018-12-12 12:37:21,2018-12-12 12:37:25,3.949s,PASSED
"click(findTestObject(""Thalesh/Page_CURA/a_MakeAppointment""))",Chrome 71.0.3578.80,,2018-12-12 12:37:25,2018-12-12 12:37:26,1.148s,PASSED
"setText(findTestObject(""Thalesh/Page_CURA/input_Username""), ""John Doe"")",Chrome 71.0.3578.80,,2018-12-12 12:37:26,2018-12-12 12:37:28,1.893s,PASSED
"setEncryptedText(findTestObject(""Thalesh/Page_CURA/input_Password""), ""g3/DOGG74jC3Flrr3yH+3D/yKbOqqUNM"")",Chrome 71.0.3578.80,,2018-12-12 12:37:28,2018-12-12 12:37:31,2.807s,PASSED
"click(findTestObject(""Thalesh/Page_CURA/button_Login""))",Chrome 71.0.3578.80,,2018-12-12 12:37:31,2018-12-12 12:37:32,1.168s,PASSED
"selectOptionByValue(findTestObject(""Thalesh/Page_CURA/select_CURAHealthcare""), ""Hongkong CURA Healthcare Center"", true)",Chrome 71.0.3578.80,,2018-12-12 12:37:32,2018-12-12 12:37:33,1.246s,PASSED
"click(findTestObject(""Thalesh/Page_CURA/input_ApplyHospitalReadm""))",Chrome 71.0.3578.80,,2018-12-12 12:37:33,2018-12-12 12:37:34,0.897s,PASSED
"setText(findTestObject(""Thalesh/Page_CURA/input_VisitDate""), ""01/01/2019"")",Chrome 71.0.3578.80,,2018-12-12 12:37:34,2018-12-12 12:37:36,1.438s,PASSED
"setText(findTestObject(""Thalesh/Page_CURA/textarea_Comment""), ""Please book a appointment for me"")",Chrome 71.0.3578.80,,2018-12-12 12:37:36,2018-12-12 12:37:37,1.354s,PASSED
"click(findTestObject(""Thalesh/Page_CURA/button_BookAppointment""))",Chrome 71.0.3578.80,,2018-12-12 12:37:37,2018-12-12 12:37:38,1.155s,PASSED
"verifyElementText(findTestObject(""Object Repository/Thalesh/Page_CURA/p_Facility""), ""Hongkong CURA Healthcare Center"")",Chrome 71.0.3578.80,,2018-12-12 12:37:38,2018-12-12 12:37:39,0.493s,PASSED
closeBrowser(),Chrome 71.0.3578.80,,2018-12-12 12:37:39,2018-12-12 12:37:41,2.475s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.80,,2018-12-12 12:37:41,2018-12-12 12:37:41,0.002s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.80,,2018-12-12 12:37:41,2018-12-12 12:37:41,0.002s,PASSED
,,,,,,
Test Cases/Thalesh/Test1_InputForm,Chrome 71.0.3578.80,"This test includes following interactions-
Enter text in text box
Select the value from Drop down list
Click on radio button
Click on button",2018-12-12 12:37:41,2018-12-12 12:38:16,35.133s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.80,,2018-12-12 12:37:41,2018-12-12 12:37:41,0.004s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.80,,2018-12-12 12:37:41,2018-12-12 12:37:41,0.002s,PASSED
openBrowser(null),Chrome 71.0.3578.80,,2018-12-12 12:37:42,2018-12-12 12:38:09,27.059s,PASSED
maximizeWindow(),Chrome 71.0.3578.80,,2018-12-12 12:38:09,2018-12-12 12:38:10,1.144s,PASSED
