Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
TestSuite 1,Chrome 70.0.3538.102,,2018-11-15 16:47:07,2018-11-15 16:48:33,1m - 25.666s,PASSED
,,,,,,
Test Cases/Mohit/DemoSite/phpTravels,Chrome 70.0.3538.102,,2018-11-15 16:47:09,2018-11-15 16:48:32,1m - 23.843s,PASSED
openBrowser,Chrome 70.0.3538.102,,2018-11-15 16:47:10,2018-11-15 16:47:35,25.415s,PASSED
maximizeWindow,Chrome 70.0.3538.102,,2018-11-15 16:47:35,2018-11-15 16:47:36,1.182s,PASSED
Statement - driver = com.kms.katalon.core.webui.driver.DriverFactory.getWebDriver(),Chrome 70.0.3538.102,,2018-11-15 16:47:36,2018-11-15 16:47:36,0.015s,PASSED
"Statement - For ([i = 0, i < 1000, (i++)])",Chrome 70.0.3538.102,,2018-11-15 16:47:36,2018-11-15 16:47:38,1.212s,PASSED
"Statement - elements = driver.findElements(org.openqa.selenium.By.className(""text-center""))",Chrome 70.0.3538.102,,2018-11-15 16:47:38,2018-11-15 16:47:38,0.050s,PASSED
Statement - For (org.openqa.selenium.WebElement webElement : elements),Chrome 70.0.3538.102,,2018-11-15 16:47:38,2018-11-15 16:47:38,0.558s,PASSED
"Statement - For ([i = 0, i < 1000, (i++)])",Chrome 70.0.3538.102,,2018-11-15 16:47:38,2018-11-15 16:47:39,1.123s,PASSED
Statement - action = new org.openqa.selenium.interactions.Actions(driver),Chrome 70.0.3538.102,,2018-11-15 16:47:39,2018-11-15 16:47:39,0.023s,PASSED
"Statement - elements = driver.findElements(org.openqa.selenium.By.className(""select2-chosen""))",Chrome 70.0.3538.102,,2018-11-15 16:47:39,2018-11-15 16:47:40,0.226s,PASSED
Statement - For (org.openqa.selenium.WebElement webElement : elements),Chrome 70.0.3538.102,,2018-11-15 16:47:40,2018-11-15 16:47:49,9.595s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""departure"")).click()",Chrome 70.0.3538.102,,2018-11-15 16:47:49,2018-11-15 16:47:50,0.237s,PASSED
Statement - java.lang.Thread.sleep(1000),Chrome 70.0.3538.102,,2018-11-15 16:47:50,2018-11-15 16:47:51,1.000s,PASSED
"Statement - elements = driver.findElements(org.openqa.selenium.By.className(""day""))",Chrome 70.0.3538.102,,2018-11-15 16:47:51,2018-11-15 16:47:51,0.100s,PASSED
Statement - For (org.openqa.selenium.WebElement webElement : elements),Chrome 70.0.3538.102,,2018-11-15 16:47:51,2018-11-15 16:48:06,15.580s,PASSED
"Statement - elements = driver.findElements(org.openqa.selenium.By.className(""pfb0""))",Chrome 70.0.3538.102,,2018-11-15 16:48:06,2018-11-15 16:48:06,0.064s,PASSED
Statement - For (org.openqa.selenium.WebElement webElement : elements),Chrome 70.0.3538.102,,2018-11-15 16:48:06,2018-11-15 16:48:21,14.823s,PASSED
"Statement - For ([i = 0, i < 1000, (i++)])",Chrome 70.0.3538.102,,2018-11-15 16:48:21,2018-11-15 16:48:22,1.059s,PASSED
"Statement - driver.findElements(org.openqa.selenium.By.id(""bookbtn"")).get(0).click()",Chrome 70.0.3538.102,,2018-11-15 16:48:22,2018-11-15 16:48:23,0.809s,PASSED
"Statement - For ([i = 0, i < 1000, (i++)])",Chrome 70.0.3538.102,,2018-11-15 16:48:23,2018-11-15 16:48:24,1.056s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""firstname"")).sendKeys(""Firstname"")",Chrome 70.0.3538.102,,2018-11-15 16:48:24,2018-11-15 16:48:24,0.351s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""lastname"")).sendKeys(""LastName"")",Chrome 70.0.3538.102,,2018-11-15 16:48:24,2018-11-15 16:48:25,0.204s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""email"")).sendKeys(""dummyemail@email.com"")",Chrome 70.0.3538.102,,2018-11-15 16:48:25,2018-11-15 16:48:25,0.218s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""confirmemail"")).sendKeys(""dummyemail@email.com"")",Chrome 70.0.3538.102,,2018-11-15 16:48:25,2018-11-15 16:48:25,0.207s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""phone"")).sendKeys(""9874563201"")",Chrome 70.0.3538.102,,2018-11-15 16:48:25,2018-11-15 16:48:25,0.131s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.name(""address"")).sendKeys(""Dummy Address"")",Chrome 70.0.3538.102,,2018-11-15 16:48:25,2018-11-15 16:48:25,0.192s,PASSED
"Statement - elements = driver.findElements(org.openqa.selenium.By.className(""btn-success""))",Chrome 70.0.3538.102,,2018-11-15 16:48:25,2018-11-15 16:48:25,0.021s,PASSED
Statement - For (org.openqa.selenium.WebElement webElement : elements),Chrome 70.0.3538.102,,2018-11-15 16:48:25,2018-11-15 16:48:25,0.140s,PASSED
"Statement - For ([i = 0, i < 1000, (i++)])",Chrome 70.0.3538.102,,2018-11-15 16:48:25,2018-11-15 16:48:31,5.797s,PASSED
"Statement - driver.findElement(org.openqa.selenium.By.className(""arrivalpay"")).click()",Chrome 70.0.3538.102,,2018-11-15 16:48:31,2018-11-15 16:48:31,0.088s,PASSED
Statement - java.lang.Thread.sleep(1000),Chrome 70.0.3538.102,,2018-11-15 16:48:31,2018-11-15 16:48:32,1.001s,PASSED
Statement - driver.switchTo().alert().accept(),Chrome 70.0.3538.102,,2018-11-15 16:48:32,2018-11-15 16:48:32,0.025s,PASSED
