Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
finalDemoSuite,Chrome 71.0.3578.98,,2018-12-13 16:22:45,2018-12-13 16:24:51,2m - 6.482s,PASSED
,,,,,,
Test Cases/Thalesh/AutomationDemoSite,Chrome 71.0.3578.98,,2018-12-13 16:22:46,2018-12-13 16:23:41,55.456s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-13 16:22:46,2018-12-13 16:22:46,0.226s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-13 16:22:46,2018-12-13 16:22:46,0.009s,PASSED
openBrowser(null),Chrome 71.0.3578.98,,2018-12-13 16:22:46,2018-12-13 16:23:14,27.781s,PASSED
"navigateToUrl(""http://demo.automationtesting.in/Register.html"")",Chrome 71.0.3578.98,,2018-12-13 16:23:14,2018-12-13 16:23:21,6.357s,PASSED
"setText(findTestObject(""DemoAuto/input_FirstName""), ""thalesh"")",Chrome 71.0.3578.98,,2018-12-13 16:23:21,2018-12-13 16:23:21,0.534s,PASSED
"setText(findTestObject(""DemoAuto/input_LastName""), ""sharma"")",Chrome 71.0.3578.98,,2018-12-13 16:23:21,2018-12-13 16:23:21,0.234s,PASSED
"setText(findTestObject(""DemoAuto/textarea_Address""), ""test text area"")",Chrome 71.0.3578.98,,2018-12-13 16:23:21,2018-12-13 16:23:22,0.285s,PASSED
"setText(findTestObject(""DemoAuto/input_EmailAddress""), ""thalesh.s@gmail.com"")",Chrome 71.0.3578.98,,2018-12-13 16:23:22,2018-12-13 16:23:22,0.485s,PASSED
"setText(findTestObject(""Object Repository/DemoAuto/input_Phone""), ""1234567890"")",Chrome 71.0.3578.98,,2018-12-13 16:23:22,2018-12-13 16:23:22,0.343s,PASSED
"click(findTestObject(""DemoAuto/input_GenderRadioOptions""))",Chrome 71.0.3578.98,,2018-12-13 16:23:22,2018-12-13 16:23:23,0.177s,PASSED
"click(findTestObject(""DemoAuto/input_HobbiesCheckbox""))",Chrome 71.0.3578.98,,2018-12-13 16:23:23,2018-12-13 16:23:23,0.182s,PASSED
"scrollToElement(findTestObject(""DemoAuto/select_Skills""), 5)",Chrome 71.0.3578.98,,2018-12-13 16:23:23,2018-12-13 16:23:23,0.122s,PASSED
"click(findTestObject(""DemoAuto/select_Skills""))",Chrome 71.0.3578.98,,2018-12-13 16:23:23,2018-12-13 16:23:23,0.537s,PASSED
"selectOptionByValue(findTestObject(""DemoAuto/select_Skills""), ""Java"", true)",Chrome 71.0.3578.98,,2018-12-13 16:23:23,2018-12-13 16:23:25,2.026s,PASSED
"click(findTestObject(""DemoAuto/select_Country""))",Chrome 71.0.3578.98,,2018-12-13 16:23:25,2018-12-13 16:23:26,0.274s,PASSED
"selectOptionByValue(findTestObject(""DemoAuto/select_Country""), ""United Kingdom"", true)",Chrome 71.0.3578.98,,2018-12-13 16:23:26,2018-12-13 16:23:34,7.979s,PASSED
"click(findTestObject(""DemoAuto/li_Country0""))",Chrome 71.0.3578.98,,2018-12-13 16:23:34,2018-12-13 16:23:34,0.232s,PASSED
obj = new com.kms.katalon.core.testobject.TestObject(TheObjectName),Chrome 71.0.3578.98,,2018-12-13 16:23:34,2018-12-13 16:23:34,0.015s,PASSED
"obj.addProperty(""xpath"", EQUALS, ""//ul[@id='select2-country-results']/li[text()='India']"")",Chrome 71.0.3578.98,,2018-12-13 16:23:34,2018-12-13 16:23:34,0.023s,PASSED
click(obj),Chrome 71.0.3578.98,,2018-12-13 16:23:34,2018-12-13 16:23:34,0.166s,PASSED
"selectOptionByValue(findTestObject(""DemoAuto/select_Year""), ""1990"", true)",Chrome 71.0.3578.98,,2018-12-13 16:23:34,2018-12-13 16:23:37,3.295s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/DemoAuto/select_Month""), ""January"", true)",Chrome 71.0.3578.98,,2018-12-13 16:23:37,2018-12-13 16:23:38,0.426s,PASSED
"selectOptionByValue(findTestObject(""Object Repository/DemoAuto/select_Day""), ""1"", true)",Chrome 71.0.3578.98,,2018-12-13 16:23:38,2018-12-13 16:23:39,0.640s,PASSED
"setText(findTestObject(""DemoAuto/input_FirstPassword""), ""Tt123456"")",Chrome 71.0.3578.98,,2018-12-13 16:23:39,2018-12-13 16:23:39,0.422s,PASSED
"setText(findTestObject(""DemoAuto/input_ConfirmPassword""), ""Tt123456"")",Chrome 71.0.3578.98,,2018-12-13 16:23:39,2018-12-13 16:23:39,0.342s,PASSED
"click(findTestObject(""Object Repository/DemoAuto/button_Submit""))",Chrome 71.0.3578.98,,2018-12-13 16:23:39,2018-12-13 16:23:39,0.155s,PASSED
closeBrowser(),Chrome 71.0.3578.98,,2018-12-13 16:23:39,2018-12-13 16:23:41,1.586s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-13 16:23:41,2018-12-13 16:23:41,0.014s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-13 16:23:41,2018-12-13 16:23:41,0.006s,PASSED
,,,,,,
Test Cases/Thalesh/Test1_InputForm,Chrome 71.0.3578.98,"This test includes following interactions-
Enter text in text box
Select the value from Drop down list
Click on radio button
Click on button",2018-12-13 16:23:41,2018-12-13 16:24:49,1m - 8.195s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-13 16:23:41,2018-12-13 16:23:41,0.007s,PASSED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-13 16:23:41,2018-12-13 16:23:41,0.001s,PASSED
openBrowser(null),Chrome 71.0.3578.98,,2018-12-13 16:23:42,2018-12-13 16:24:07,25.013s,PASSED
maximizeWindow(),Chrome 71.0.3578.98,,2018-12-13 16:24:07,2018-12-13 16:24:08,1.215s,PASSED
"navigateToUrl(""https://www.seleniumeasy.com/test"")",Chrome 71.0.3578.98,,2018-12-13 16:24:08,2018-12-13 16:24:09,0.982s,PASSED
waitForPageLoad(10),Chrome 71.0.3578.98,,2018-12-13 16:24:09,2018-12-13 16:24:09,0.113s,PASSED
"waitForElementPresent(findTestObject(""Page_Home/li_All Examples""), 10)",Chrome 71.0.3578.98,,2018-12-13 16:24:09,2018-12-13 16:24:20,11.083s,PASSED
"scrollToElement(findTestObject(""Page_Home/li_All Examples""), 5)",Chrome 71.0.3578.98,,2018-12-13 16:24:20,2018-12-13 16:24:43,22.959s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_Input Forms""))",Chrome 71.0.3578.98,,2018-12-13 16:24:43,2018-12-13 16:24:43,0.199s,PASSED
"click(findTestObject(""Object Repository/Page_Home/a_InputFormSubmit""))",Chrome 71.0.3578.98,,2018-12-13 16:24:43,2018-12-13 16:24:45,1.420s,PASSED
"setText(findTestObject(""Object Repository/Page_Home/input_FirstName""), ""thalesh"")",Chrome 71.0.3578.98,,2018-12-13 16:24:45,2018-12-13 16:24:45,0.365s,PASSED
"setText(findTestObject(""Object Repository/Page_Home/input_LastName""), ""Sharma"")",Chrome 71.0.3578.98,,2018-12-13 16:24:45,2018-12-13 16:24:45,0.300s,PASSED
"setText(findTestObject(""Object Repository/Page_Home/input_EMail""), ""thalesh@gmail.com"")",Chrome 71.0.3578.98,,2018-12-13 16:24:45,2018-12-13 16:24:46,0.883s,PASSED
"setText(findTestObject(""Object Repository/Page_Home/input_Phone""), ""1234567890"")",Chrome 71.0.3578.98,,2018-12-13 16:24:46,2018-12-13 16:24:47,0.399s,PASSED
"setText(findTestObject(""Object Repository/Page_Home/input_Address""), ""Baner, Pune"")",Chrome 71.0.3578.98,,2018-12-13 16:24:47,2018-12-13 16:24:47,0.385s,PASSED
"setText(findTestObject(""Object Repository/Page_Home/input_City""), ""Pune"")",Chrome 71.0.3578.98,,2018-12-13 16:24:47,2018-12-13 16:24:47,0.207s,PASSED
"selectOptionByLabel(findTestObject(""Object Repository/Page_Home/select_State""), ""California"", false)",Chrome 71.0.3578.98,,2018-12-13 16:24:47,2018-12-13 16:24:47,0.207s,PASSED
"setText(findTestObject(""Object Repository/Page_Home/input_ZipCode""), ""EJ08 2EX"")",Chrome 71.0.3578.98,,2018-12-13 16:24:47,2018-12-13 16:24:48,0.419s,PASSED
"setText(findTestObject(""Object Repository/Page_Home/input_Website""), ""www.facebook.com"")",Chrome 71.0.3578.98,,2018-12-13 16:24:48,2018-12-13 16:24:48,0.375s,PASSED
"click(findTestObject(""Object Repository/Page_Home/input_hosting""))",Chrome 71.0.3578.98,,2018-12-13 16:24:48,2018-12-13 16:24:48,0.137s,PASSED
"setText(findTestObject(""Object Repository/Page_Home/Project Description""), ""test"")",Chrome 71.0.3578.98,,2018-12-13 16:24:48,2018-12-13 16:24:49,0.199s,PASSED
"click(findTestObject(""Object Repository/Page_Home/button_Send""))",Chrome 71.0.3578.98,,2018-12-13 16:24:49,2018-12-13 16:24:49,0.685s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-13 16:24:49,2018-12-13 16:24:49,0.003s,PASSED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-13 16:24:49,2018-12-13 16:24:49,0.002s,PASSED
