Suite/Test/Step Name,Browser,Description,Start time,End time,Duration,Status
Basic_login,Chrome 71.0.3578.98,,2018-12-17 11:29:03,2018-12-17 11:32:32,3m - 28.440s,FAILED
,,,,,,
Test Cases/Nikita.A/Basiclogin,Chrome 71.0.3578.98,,2018-12-17 11:29:05,2018-12-17 11:32:31,3m - 26.259s,FAILED
Start listener action : sampleBeforeTestCase,Chrome 71.0.3578.98,,2018-12-17 11:29:06,2018-12-17 11:29:06,0.045s,PASSED
"openBrowser("""")",Chrome 71.0.3578.98,,2018-12-17 11:29:08,2018-12-17 11:29:24,16.442s,PASSED
"navigateToUrl(""https://opensource-demo.orangehrmlive.com/"")",Chrome 71.0.3578.98,,2018-12-17 11:29:24,2018-12-17 11:29:46,22.268s,PASSED
"click(findTestObject(""Object Repository/Basiclogin/span_Username (1)""))",Chrome 71.0.3578.98,,2018-12-17 11:29:46,2018-12-17 11:29:47,0.380s,PASSED
"setText(findTestObject(""Object Repository/Basiclogin/input_LOGIN Panel_txtUsername (1)""), ""Admin"")",Chrome 71.0.3578.98,,2018-12-17 11:29:47,2018-12-17 11:29:48,0.991s,PASSED
"setText(findTestObject(""Object Repository/Basiclogin/input_Username_txtPassword""), """")",Chrome 71.0.3578.98,,2018-12-17 11:29:48,2018-12-17 11:29:48,0.602s,PASSED
"click(findTestObject(""Object Repository/Basiclogin/input_Password_Submit (1)""))",Chrome 71.0.3578.98,,2018-12-17 11:29:48,2018-12-17 11:29:49,0.324s,PASSED
"Text = getText(findTestObject(""Object Repository/Basiclogin/span_Assign Leave""))",Chrome 71.0.3578.98,,2018-12-17 11:29:49,2018-12-17 11:30:23,33.915s,FAILED
"verifyEqual(Text, ""Assign123"", CONTINUE_ON_FAILURE)",Chrome 71.0.3578.98,,2018-12-17 11:30:23,2018-12-17 11:30:23,0.076s,FAILED
try,Chrome 71.0.3578.98,,2018-12-17 11:30:23,2018-12-17 11:30:23,0.034s,FAILED
catch (Exception e),Chrome 71.0.3578.98,,2018-12-17 11:30:23,2018-12-17 11:30:23,0.036s,PASSED
"click(findTestObject(""Basiclogin/img""))",Chrome 71.0.3578.98,,2018-12-17 11:30:23,2018-12-17 11:30:55,32.027s,FAILED
"setText(findTestObject(""Object Repository/Basiclogin/input__timeemployeeName""), ""abc"")",Chrome 71.0.3578.98,,2018-12-17 11:30:55,2018-12-17 11:31:27,31.864s,FAILED
"click(findTestObject(""Object Repository/Basiclogin/input__btnView (1)""))",Chrome 71.0.3578.98,,2018-12-17 11:31:27,2018-12-17 11:31:59,32.005s,FAILED
"verifyElementPresent(findTestObject(""Basiclogin/span_Invalid""), 0)",Chrome 71.0.3578.98,,2018-12-17 11:31:59,2018-12-17 11:32:31,32.057s,FAILED
closeBrowser(),Chrome 71.0.3578.98,,2018-12-17 11:32:31,2018-12-17 11:32:31,0.739s,FAILED
Start listener action : sampleAfterTestCase,Chrome 71.0.3578.98,,2018-12-17 11:32:31,2018-12-17 11:32:31,0.012s,PASSED
